chain,project,symbol,tvlUsd,apyBase,apyReward,apy,apyPct7D,mu,sigma,count,predictedClass,predictedProbability,pool
Gnosis,aura,SDAI-EURE,3635457,,5.39877,5.39877,0.80231,7.20144,0.14588,397,Stable/Up,69.0,3d55e8d1-eb4f-4029-8f7e-825594cc6d1e
Ethereum,curve-dex,STG-USDC,8243094,5.39,0.00375,5.39375,3.75028,3.64659,0.25059,855,Down,50.0,0c0292b2-6fc1-4a57-a481-6b85ee7305fa
BSC,pancakeswap-amm,WOO-WBNB,10048,5.39267,0.0,5.39267,,14.80832,0.45527,439,Down,63.0,5c018a40-ad7f-4c10-832f-591e7b5f11c4
Optimism,yearn-finance,SAMMV2-WBTC-TBTC,95170,5.39193,0.0,5.39193,4.52149,3.3257,0.12281,477,Down,71.0,1adb5a60-e833-4984-b1b9-1e0af811a2ee
Mode,ionic-protocol,USDC,871678,4.66832,0.72,5.38832,3.77864,6.6096,0.4902,184,Down,64.0,e97151d7-7d14-4f93-b62b-ecdeade82f84
Optimism,beefy,TBTC-WBTC,503347,,,5.38785,4.52644,2.38996,0.0961,456,Down,69.0,99b43bbf-10a2-4f49-a251-53152fd8aa18
Fraxtal,frax,FRAX-WFRXETH,4416659,5.38609,,5.38609,2.05573,2.58845,0.09574,277,Stable/Up,57.99999999999999,4966c7ac-99d8-449d-97c9-37bdc9858b07
Ethereum,uniswap-v3,AZUR-WETH,1623716,5.3809,,5.3809,-1.94992,11.09984,0.55588,161,Down,50.0,7933a1c1-384b-4f2c-8cc6-36563a01c6b9
Filecoin,hashking,FIL,8335398,5.38,,5.38,-0.26,8.77438,0.10078,483,Stable/Up,80.0,58c3d410-1d51-4c59-bb89-494e042f79ca
Ethereum,thorchain,XRUNE-RUNE,2201515,,,5.37916,-1.02998,6.20708,0.19572,935,Stable/Up,59.0,7f0b42cb-0be8-4a76-a8c0-b942fe0418f9
Avalanche,joe-v2.1,USDC.E-USDC,59455,5.37779,,5.37779,-3.02242,6.47228,0.33862,530,Down,77.0,b2468b56-3a4e-44d8-bf71-477dd566ca4c
Polygon,balancer-v2,MANA-TEL,16792,5.37689,,5.37689,,1.19944,0.11134,766,Down,88.0,eb6cb0ba-cdd9-4025-9716-ec5359720012
Optimism,velodrome-v2,USDC-CYBER,96952,,5.37201,5.37201,1.80899,23.19672,1.22817,266,Stable/Up,66.0,18e86251-d913-406e-99e6-6a3852f1aa1a
Ethereum,uniswap-v2,FINE-WETH,542223,5.37123,,5.37123,3.53519,43.18459,3.34598,412,Down,76.0,43d0840a-a66c-4ce7-9faf-822c0f47e855
Polygon,merkl,WPOL-MATICX,318179,,5.36925,5.36925,-0.50013,5.31296,0.05322,321,Down,78.0,d5a14a73-a3e4-4b80-bf85-812ddfd2fc36
Arbitrum,uniswap-v3,4D4B520000000000000000000000000000000000000000000000000000000000-WETH,28971,5.36331,,5.36331,4.58062,26.14898,1.4206,652,Stable/Up,79.0,75b3071e-80b6-4c02-95bf-a4d76303dea1
Cardano,minswap,ADA-NEWM,115330,5.36,0.0,5.36,0.59,7.45467,0.22223,266,Stable/Up,59.0,df97bbab-a96e-47df-944c-2c203e8f0930
Ethereum,yearn-finance,WEETHS,180195,5.35957,0.0,5.35957,0.61923,5.08062,0.20811,149,Down,62.0,df7069c1-1ca0-4e6c-b073-f1a92db4a093
Ethereum,pendle,WEETHS,28669233,5.35818,,5.35818,0.61892,5.13307,0.02358,90,Down,51.0,7eac0206-46ab-4a7b-b816-d639817ed6f8
Solana,orca,SOL-SPDR,506314,0.38151,4.97646,5.35797,-1.41719,17.05655,0.99355,341,Stable/Up,85.0,d1434538-5f71-4743-8ac4-5bdd43d0b717
Ethereum,curve-llamalend,CRVUSD-WSTETH,1070572,5.3227,0.03458,5.35728,-7.32304,7.05872,0.18617,175,Stable/Up,76.0,2d2872cc-a509-46c8-aaed-4bcd61258808
Base,morpho-blue,GTUSDCP,2158357,5.35715,0.0,5.35715,-5.61539,4.14988,0.17894,161,Down,63.0,b6b2dd6c-de60-4d6f-9a30-85ec24c514d3
Avalanche,joe-dex,JEWEL-USDC,18573,5.35619,,5.35619,4.59495,11.31,0.80412,353,Down,52.0,f632664d-1299-43b8-a7d2-7568b2080f68
Ethereum,convex-finance,CVX,36576921,,5.35537,5.35537,-0.80218,7.23496,0.29021,799,Stable/Up,56.00000000000001,777032e6-e815-4f44-90b4-abb98f0f9632
Ethereum,fraxlend,SFRXETH,5344241,5.3529,,5.3529,3.11254,4.65056,0.14031,196,Stable/Up,66.0,ac5d9c24-a694-4ea4-9f42-281ec416c009
Arbitrum,beefy,USDC-USDT,485019,,,5.35015,-2.19575,5.40184,0.25201,76,Down,59.0,defacb1f-746a-4794-a8b1-df88ef340177
Arbitrum,beefy,USDC-USDT,553932,,,5.35015,-2.19575,4.45375,0.37452,99,Down,76.0,427fa21c-e49d-408d-8b1b-4d5da9f02a76
Arbitrum,uniswap-v3,AVRK-USDT,142365,5.34799,,5.34799,,8.98345,0.41646,6,,,9172390f-46c0-40d6-8339-aeed49d68f9e
Arbitrum,uniswap-v3,DAI-USDC.E,76560,5.34796,,5.34796,-1.30379,2.929,0.30773,913,Down,75.0,7cf9c463-7ab4-4bd8-a3ee-7bf11668209a
Optimism,exactly,USDC,568188,5.34722,,5.34722,0.39344,5.44948,0.10204,119,Stable/Up,69.0,65e7be01-56db-47a3-809d-3f87e5004ea1
Moonbeam,moonwell,GLMR,2811480,2.12722,3.21945,5.34667,-0.11028,8.97908,0.21501,695,Stable/Up,73.0,e6cd7f65-4b87-4c2e-aea3-e27edbfb0369
Ethereum,curve-dex,FXN-CVXFXN,2461110,0.84,4.50475,5.34475,1.04392,11.53154,0.55457,421,Stable/Up,60.0,491f6321-e8fb-4b74-92d8-5c73ac4752e5
Fantom,spookyswap-v2,WFTM-BEFTM,48968,5.34087,0.00311,5.34398,4.41243,11.3446,0.64505,827,Stable/Up,60.0,ed8d962b-0f5e-47d1-8fae-1165e90aa4a8
MultiversX,ashswap,USDC-WEGLD,44485,3.94461,1.39592,5.34052,3.05018,6.32289,0.26618,351,Down,75.0,fbee17af-4c7a-46c4-b7da-6c23438be4c6
Ethereum,aura,ACX-WSTETH,772774,5.33938,0.0,5.33938,-0.81648,65.88997,3.60348,633,Stable/Up,55.00000000000001,12057270-6316-4549-ab5b-299096ef12da
Arbitrum,reserve-protocol,KNOX,157459,5.33422,0.0,5.33422,0.53457,3.22301,0.03904,141,Down,56.99999999999999,6d605dc7-642c-46fa-9927-eb3221c6d678
Ethereum,morpho-aave,DAI,80608,5.33243,,5.33243,-6.60086,5.37781,0.26335,775,Down,84.0,b8bcdf8e-96ed-40ca-a7aa-aa048b9874e5
Ethereum,angle,STEUR,4563035,5.325,,5.325,0.0,5.12844,0.0707,427,Stable/Up,60.0,789970a7-7ddd-4580-b86b-fe0c3844881e
Arbitrum,aura,4POOL-BPT-SFRAX,897746,,5.32361,5.32361,0.0854,17.56767,0.45456,276,Stable/Up,81.0,897e5fb7-be59-422a-be3f-0233f4693054
Ethereum,uniswap-v2,WETH-FACTORY,519913,5.31809,,5.31809,0.56882,3.68747,0.19201,230,Down,77.0,761f28c3-1c16-4798-a889-98f47570a16a
MultiversX,ashswap,SEGLD-WEGLD,2411949,4.82079,0.49713,5.31792,0.03003,6.42671,0.09804,494,Stable/Up,56.00000000000001,9214f885-b13e-47d4-bc56-2043fb2a18cd
Solana,orca,SOL-GUAC,64961,5.3147,,5.3147,-22.30581,85.05165,2.9018,501,Stable/Up,65.0,7f2605a6-d1d0-42cd-b542-03f8af33c21a
Ethereum,uniswap-v2,TATSU-WETH,792576,5.31412,,5.31412,-2.57106,13.17584,1.09188,282,Stable/Up,76.0,e9ee4184-f5e5-4d10-920e-2baa97376410
Ethereum,uniswap-v3,CAL-WETH,76885,5.31341,,5.31341,5.31341,107.96022,4.13915,426,Stable/Up,54.0,7485ad69-9143-4efd-acd3-64e2c854150e
Arbitrum,harvest-finance,ETH,26664,5.31,,5.31,-9.19,6.22338,0.09575,6,,,cc6137cd-18f2-4558-829b-3762c5e94405
Polygon,balancer-v2,SOL-TEL,17417,5.30897,,5.30897,3.25939,1.64764,0.11548,658,Down,83.0,8ddbcf95-8b1f-494a-8926-d49e84aecdda
Avalanche,joe-dex,WAVAX-MU,10078,5.30655,,5.30655,,3.47625,0.28949,132,Down,68.0,d2a60f11-22ce-4420-b244-a9712b4d8cfc
Ethereum,curve-dex,ETH-ETHX,9121700,2.8,2.50344,5.30344,-0.21889,5.35869,0.14206,450,Stable/Up,65.0,f78f31b0-80ed-4504-bf89-74e0162e998f
Linea,pancakeswap-amm-v3,DAI-USDT,18915,5.29862,,5.29862,3.40125,3.34463,0.18752,140,Down,66.0,c1928ae6-2cdf-4789-96b7-b640360b5f7b
Ethereum,integral,USDC-WETH,837765,5.29702,0.0,5.29702,5.29702,6.72683,0.40299,884,Down,56.99999999999999,681386e5-61af-4c8d-a24a-846599f8e92e
Base,aerodrome-v1,TBTC-CBBTC,2349336,,5.29561,5.29561,2.3382,5.70108,0.19447,63,Stable/Up,56.99999999999999,8b1f0de0-6ff5-47d1-855b-bd9bb87264cc
Arbitrum,pancakeswap-amm-v3,USDC-USD+,10544,5.29497,,5.29497,1.00703,30.39022,2.23799,169,Stable/Up,80.0,304e3794-4427-4d72-a032-85d4b2541d1c
Optimism,curve-dex,TBTC-WBTC,1857070,0.0,5.29399,5.29399,-0.07157,5.21987,0.9788,451,Stable/Up,56.99999999999999,e3c15260-a061-49b5-8d48-7cc880bbb167
Ethereum,sushiswap,WETH-SLP,22470,5.29206,0.0,5.29206,-24.68616,19.38442,0.97966,823,Down,54.0,f94e151e-e736-43a1-a3b5-a52c91d50b94
Ethereum,pendle,PUFETH,66009654,5.29018,,5.29018,0.23666,5.22369,0.05573,83,Down,54.0,7d6b5ec4-afc4-482c-b420-38e999ed1bfa
Arbitrum,balancer-v2,STATAARBUSDCN-USDC,101254,0.06501,5.21145,5.27646,1.58322,10.19019,0.74385,85,Down,69.0,4acf0909-4d67-498e-a9df-1e096ed3350e
Ethereum,uniswap-v3,PORT3-WETH,40677,5.2745,,5.2745,,26.48483,1.30123,267,Down,67.0,51571a01-4c8a-4790-8e38-6d7754e94c32
Ethereum,pendle,AMPHRETH,2159593,5.26813,,5.26813,-1.25335,6.55728,0.06564,90,Stable/Up,55.00000000000001,6e01f97d-a476-44e9-9fb3-d5beb5da350b
Arbitrum,beefy,WETH-USDC,13815,,,5.26173,-42.63464,42.01776,1.55591,98,Stable/Up,94.0,91d70a8c-8793-4c4f-bfc8-5400b38b948e
Moonbeam,stellaswap-v2,STELLA-WGLMR,35390,5.25369,,5.25369,2.93598,19.23615,1.52125,917,Down,69.0,a16bf7de-31de-4600-b3ac-ffebb22727e9
Avalanche,joe-dex,WAVAX-OTG,11155,5.25341,,5.25341,,11.05663,1.33016,28,Stable/Up,53.0,340d53ac-5c37-4992-8972-3c3497c9c1fe
Arbitrum,sommelier,USDC-USDC.E-USDT-DAI,271148,5.25317,0.0,5.25317,,5.29226,0.1592,176,Down,51.0,079a6868-c126-4af8-8be6-4b97484226a4
Starknet,strkfarm,STRK,38270,,,5.24472,0.09738,6.48387,0.05669,69,Down,63.0,ec840e34-b549-4031-bfc6-c4f90a0c58fa
Arbitrum,notional-v3,FUSDC,530305,5.24313,,5.24313,-1.44981,8.27723,0.10437,163,Stable/Up,70.0,a7635b04-e752-4af8-bc8c-4019cf274ad0
Ethereum,aura,RDNT-WETH,19006,5.24076,0.0,5.24076,4.83706,40.43739,1.98272,165,Stable/Up,66.0,48fb02a0-5b0a-49f1-902f-c4eb3b5f358d
Aptos,aries-markets,USDC,519612,5.23476,,5.23476,0.07996,8.50228,0.27087,295,Stable/Up,56.99999999999999,897011b3-338f-480a-95f7-7322ba0cc53a
Avalanche,joe-dex,PNG-WAVAX,15526,5.23256,,5.23256,0.30478,18.5811,0.77718,224,Stable/Up,55.00000000000001,d71b4382-0508-4b1c-824a-d2756d1a1510
Arbitrum,jones-dao,WEETH-WETH,178004,2.78234,2.44924,5.23157,1.32863,10.15683,0.51975,79,Stable/Up,59.0,ba00b143-7e23-49b1-84df-790796c4c3b3
Sui,cetus-amm,CBULL-SUI,49101,5.23135,0.0,5.23135,,5.23135,0.0,1,,,76f76069-c4ab-4970-bc8e-3f13cddc4a0f
Arbitrum,balancer-v2,USDC-DAI-USDT-USDC,204022,5.23121,0.0,5.23121,2.38779,3.00501,0.10607,44,Down,71.0,0187ec19-16b1-499f-8c6b-6584fb6022ae
Ethereum,aura,SUSDE-USDC,3749642,5.22208,0.0,5.22208,1.05153,13.55284,0.87657,206,Stable/Up,74.0,5ed82427-5fa8-4d8e-838b-3813291e87fc
Avalanche,uniswap-v3,NOCHILL-WAVAX,10204,5.21959,,5.21959,,17.25433,0.71349,93,Stable/Up,69.0,ee39c645-82e3-4918-8a92-eb1565a3f848
BSC,mdex,ETH-BTCB,35753,1.43252,3.78636,5.21887,0.71488,1.7294,0.07616,817,Down,76.0,b877c4ac-f763-4e13-a5d3-622f5c75b16c
Arbitrum,camelot-v2,USDS-USDC,28629,0.44481,4.77092,5.21573,-6.43678,5.97422,0.35152,610,Down,81.0,5304006f-5cc3-4688-936f-50c589a49290
Polygon,uniswap-v3,WSTETH-WETH,30323,5.21525,,5.21525,3.16178,4.40933,0.41961,426,Down,88.0,370888aa-304c-4bc7-9f79-12c553db8791
Base,extra-finance,WETH,500392,5.21506,,5.21506,-0.39557,6.56488,0.18266,286,Stable/Up,63.0,b53f5aab-3047-4bd7-afde-2ee5a91bc2e3
Arbitrum,gains-network,WETH,3578525,5.20925,,5.20925,-0.60669,6.4842,0.1347,184,Stable/Up,63.0,ba852dba-2778-4b00-a8e5-5ea40b56270f
Ethereum,uniswap-v3,CTSI-WETH,574564,5.20753,,5.20753,-1.09914,22.38422,1.45907,997,Stable/Up,68.0,77fd5bbd-f21f-4dc3-929a-cf0b25c36ad9
Optimism,beefy,WSTETH-WETH,588570,,,5.20669,0.33366,6.3474,0.08267,469,Stable/Up,71.0,f2efb76a-36c6-4753-a469-07e5ab66ab08
Moonbeam,moonwell,XCDOT,4066975,0.5808,4.61983,5.20062,1.40292,11.48523,0.23893,695,Stable/Up,82.0,cc7e2042-be8e-4e2a-97f5-9d014b99cc3b
Base,uniswap-v3,WETH-WASSIE,75333,5.1945,,5.1945,,19.16067,1.42749,269,Down,72.0,99cf87bb-463e-4d7b-be6c-333e8478fead
Ethereum,uniswap-v2,WETH-CRV,251419,5.19116,,5.19116,-11.63652,15.5507,1.7917,765,Down,56.00000000000001,99a300d4-5dc0-49f2-b5d1-ad97d17763e6
Base,uniswap-v3,WETH-AIINU,1051998,5.18819,,5.18819,,26.02553,1.89686,176,Stable/Up,81.0,47de5c4f-8417-492f-b187-b780613e3534
Ethereum,uniswap-v3,WETH-FP,1122553,5.18121,,5.18121,-17.87166,9.58806,0.80373,275,Down,74.0,54dc9e7a-6976-4f24-8f03-87be30653bdd
Ethereum,aave-v3,USDE,3718090,5.18066,,5.18066,-5.64248,3.63028,0.11826,175,Stable/Up,67.0,21e1ac8a-b3aa-4576-9506-0b40137721a0
Base,uniswap-v3,WETH-KITTY,28527,5.18014,,5.18014,,81.39286,3.51914,111,Stable/Up,55.00000000000001,db75b7db-387d-4240-b260-89a4e0c1dddb
Base,beefy,WEETH-ETH,745931,,,5.17465,-0.58636,6.9197,0.13234,209,Down,60.0,1dab025c-5a76-4e5a-85de-0af293542250
Solana,kamino-lend,SOL,70412070,5.17465,,5.17465,-0.68879,4.31553,0.06761,374,Down,82.0,525b2dab-ea6a-4cbc-a07f-84ce561d1f83
Avalanche,joe-dex,KINGSHIT-WAVAX,62285,5.17154,,5.17154,3.92035,21.96653,1.8857,283,Stable/Up,66.0,69cbc4d5-97c7-4d5f-99d6-d77be88d942a
Arbitrum,uniswap-v3,DAI-USDT,11138,5.17004,,5.17004,4.65255,3.80293,0.391,850,Down,84.0,65dceabd-4add-4160-8490-6d12eca3e1b7
Kujira,ghost,USK,194235,,,5.162,2.68766,16.17997,0.78913,376,Down,54.0,ee5c4e0e-8eab-4cec-a983-656710c5b7d8
Ethereum,curve-dex,EURA-EURC,886886,0.85,4.31101,5.16101,1.48968,4.72879,0.20902,806,Down,75.0,e360745b-cd16-449d-99f7-600c929ef589
Optimism,beefy,WETH,536097,,,5.15978,-0.11326,6.88527,0.0668,112,Stable/Up,68.0,bcebf5de-5763-4e8e-b0cf-2b55538a17d6
Optimism,beefy,WETH,30048,,,5.15586,,5.50032,0.14125,74,Stable/Up,72.0,870f6998-de17-4d04-8afe-293e11dee21d
Optimism,beefy,RETH-ANKRETH,179136,,,5.15489,0.47509,10.03639,0.16696,401,Stable/Up,87.0,70d9e6ee-4610-4057-83b5-8a180f20ae0e
Ethereum,uniswap-v3,WETH-AVI,552035,5.15424,,5.15424,-14.82077,7.36169,0.44934,137,Down,53.0,daf54310-8afb-443b-ae4b-3b0899cd29e0
Ethereum,convex-finance,USDC-WETH-INV,769753,5.15,0.0,5.15,-42.64595,44.38056,0.84575,488,Stable/Up,51.0,b2313f03-87d7-496f-8290-c7bd2c1004ec
Linea,lynex-fusion,UNIETH-WETH,103279,5.14934,0.0,5.14934,-6.2013,13.02026,0.33186,65,Stable/Up,72.0,9be88bfb-8042-4d1f-b7c2-63ac559d6eba
Arbitrum,uniswap-v3,RWA-WETH,654977,5.14756,,5.14756,3.94945,5.65424,0.54142,257,Down,69.0,4f40a17b-d2d6-4e03-90b0-d856e19c8c6b
Ton,ston.fi,SP-TON,486110,5.14582,0.0,5.14582,0.34206,4.22151,0.12676,115,Down,77.0,4d74ad7b-6286-4700-8a60-1057ded55209
Arbitrum,gains-network,DAI,5568789,5.14097,,5.14097,-1.13404,10.80732,0.33118,635,Stable/Up,80.0,15c3e528-2825-4ca4-804b-406e8b8e2ebd
Rootstock,sovryn-dex,SOV-RBTC,3352553,4.62,0.52,5.14,0.05,7.26242,0.14448,532,Stable/Up,76.0,ca0d8e1a-75cb-4156-826b-7255b94eb809
Vechain,verocket,VVET-VEUSD,26973,,,5.14,-6.33,3.96459,0.22902,867,Down,78.0,cdd68f10-59a2-441d-b9e8-c02ae6ad8ca1
Taiko,kiloex,USDC.E,36858,5.14,,5.14,-0.1,5.56017,0.15547,84,Down,72.0,3953f70f-fdb4-4b8d-a3cb-b72d369a691b
Ethereum,pendle,EETH(KARAK),5035216,5.13552,,5.13552,-0.1772,5.51999,0.03795,83,Stable/Up,63.0,d729aed0-c8d3-4789-9760-00d7d3a154d1
Ethereum,sushiswap,LINK-WETH,2022754,5.13504,0.0,5.13504,1.68552,5.51462,0.43208,1017,Down,84.0,a93c1773-5974-4a0e-9feb-29f9e8cf3c3d
Arbitrum,uniswap-v3,WETH-DPI,142936,5.13386,,5.13386,4.75435,1.07794,0.10516,138,Down,87.0,29cfe83c-1927-4f25-b7e0-94d1e1264808
Arbitrum,ramses-cl,ALETH-GRAI,12568,5.13368,0.0,5.13368,,2.71586,0.10306,34,Down,82.0,f5444bca-a1c5-4f37-874f-3d3c25a11250
Sui,cetus-amm,ETH-WETH,841715,5.12945,0.0,5.12945,-5.38124,19.58886,0.59835,30,Stable/Up,76.0,a098ec94-25bc-4f8d-bcb9-96f2d1209852
Ethereum,pendle,RE7LRT,2072657,5.12334,,5.12334,0.36034,6.10456,0.06588,90,Down,61.0,585bafeb-148b-458a-a71c-0ecfb4448b91
Starknet,zklend,STRK,8674783,0.32209,4.79585,5.11794,0.09628,6.55245,0.27373,268,Stable/Up,66.0,66a76d4a-ea08-4004-95c7-cfab4a2bfc32
Base,extra-finance,CBBTC,2555910,4.65263,0.46504,5.11767,-1.28505,8.7186,0.25523,43,Stable/Up,71.0,420e1106-adf8-4553-a6af-1cf855c7e5c2
Ethereum,idle,USDC,405250,5.11472,0.0,5.11472,-1.62745,4.52525,0.17626,848,Down,64.0,527abdc2-bffe-4114-be35-9e45bbe57618
Arbitrum,gmd-protocol,USDC,96857,5.1143,,5.1143,0.0,7.96099,0.28274,622,Stable/Up,63.0,30d03a2d-f857-472d-91e7-d10d6264765c
Arbitrum,gmd-protocol,ETH,183089,5.1143,,5.1143,0.0,6.66431,0.19133,622,Stable/Up,64.0,aa604c73-abba-4d1a-9ab7-fdb02360b1d1
Arbitrum,gmd-protocol,BTC,341012,5.1143,,5.1143,0.0,6.66431,0.19133,622,Stable/Up,73.0,8d798f61-4374-4e0a-a4a7-9f97a790c352
Avalanche,joe-v2.1,AUSD-USDC,8172852,5.11351,,5.11351,2.43025,0.92188,0.05878,104,Down,69.0,2b0b6357-20d7-4039-a2e1-f49f930c979d
Avalanche,pangolin,TRYB-WAVAX,84788,5.11122,,5.11122,1.92614,6.98621,0.91994,1003,Down,84.0,5cebccb4-d723-42c2-bbcf-b714a05eae35
Ethereum,curve-dex,EZETH-WETH,1245613,5.11,0.0,5.11,4.66,2.70288,0.22379,301,Down,79.0,40a04ad0-f46f-4a9d-b298-0ef964cfe3fe
Avalanche,joe-dex,FINE-WAVAX,56431,5.10731,,5.10731,-21.25934,32.52056,1.52772,18,Stable/Up,83.0,267d96e6-ad50-4204-8e14-92e375879920
Filecoin,stfil,STFIL,336385,5.1069,,5.1069,-0.15991,10.8444,0.20318,557,Stable/Up,63.0,03cdc005-9fb7-4e0a-9f11-e0155ee4c8bf
Ethereum,pendle,UNIETH,575488,3.14693,1.95838,5.10531,0.46782,6.21331,0.14292,13,Down,64.0,ac62cd60-6484-4988-a485-4767cc60238f
Ethereum,uniswap-v3,LUSD-USDC,1379647,5.1032,,5.1032,0.80198,7.41248,0.53419,991,Down,69.0,de91ccee-cb64-43be-b1d8-124f79ef62a0
Polygon,uniswap-v3,MVX-WETH,235623,5.10101,,5.10101,0.31234,13.608,0.96761,469,Stable/Up,57.99999999999999,3121c7b5-1d4d-40a4-bc04-d0049b5d9daf
Tezos,kordfi,XTZ,40445,5.1,,5.1,0.14,5.59121,0.04114,487,Down,64.0,0955fb4f-ee95-46af-a8e3-a78b6b68d5a8
Ethereum,maxapy,USDC,612122,5.09869,,5.09869,2.23812,9.14721,0.51239,21,Down,54.0,5bdcd6bc-9dbd-4a07-a271-53445f7b80b8
BSC,uniswap-v3,WBNB-DPS,129826,5.09648,,5.09648,4.59764,2.1449,0.17872,366,Down,86.0,e1ffb1a8-b1ef-47ed-ac44-bc496a4c1524
Fraxtal,curve-dex,WFRXETH-SFRXETH,2277466,1.12,3.97417,5.09417,0.87022,6.99276,0.16701,163,Stable/Up,79.0,41ac01a5-f67f-470c-96bf-7ffb31692dd0
Ethereum,sushiswap,WETH-CRV,312090,5.09052,0.0,5.09052,-26.11396,18.9087,1.44471,1017,Stable/Up,71.0,5a6c3aa3-7f40-4364-801e-a6a5d2367a6e
Avalanche,joe-dex,WAVAX-AKITAX,27941,5.08825,,5.08825,1.98527,3.94709,0.27188,267,Down,81.0,81561ff4-aea5-4f2c-8568-78a53118e8b1
Ethereum,pendle,RSETH,9268796,5.08824,,5.08824,0.02822,4.32927,0.02143,90,Down,56.00000000000001,bab04c0a-8260-4f3f-a6d7-781c6de211f2
Cronos,vvs-standard,WCRO-TONIC,790610,3.70216,1.38489,5.08705,-1.51503,7.1509,0.24572,854,Stable/Up,70.0,bc9be526-8ab8-4e3f-8d1e-b495d015582d
Arbitrum,merkl,WBTC-WETH,2846064,,5.08557,5.08557,1.21099,13.49044,1.13141,365,Stable/Up,61.0,9c149e57-0639-4e98-be03-a73ffa93d007
Base,uniswap-v3,CIA-WETH,10598,5.08116,,5.08116,,43.30928,1.77065,5,,,744c62c5-ef10-4fd6-b3bb-b8b3bffeb6fb
Ethereum,pendle,FUSDC,331986,5.07118,,5.07118,-1e-05,4.35225,0.03101,456,Stable/Up,55.00000000000001,ec2b9cf8-a2fd-498d-943f-2beed0fe64c5
Avalanche,benqi-lending,USDC.E,113477,5.06517,0.0,5.06517,0.28399,9.24801,0.63282,839,Down,61.0,381eb971-56f8-468f-b2b6-ea922c477dca
Litecoin,thorchain,LTC,3455701,,,5.06446,-1.18836,5.01941,0.35219,415,Down,61.0,9b9be99f-9d6d-47f9-ad4d-8b22207d9bd7
Avalanche,joe-dex,MAJIN-WAVAX,32048,5.06429,,5.06429,-0.41644,39.06753,2.27685,279,Stable/Up,74.0,77c7f28b-4c8d-4e5b-a080-6763cc66d47d
Arbitrum,gamma,USDC-USDT,432629,5.06412,0.0,5.06412,-2.47519,1.82769,0.09748,294,Down,84.0,59692c64-05da-4502-a4f2-97f54eb42801
Venom,web3.world,WETH-USDT,181919,5.05988,,5.05988,0.09234,4.23727,0.1502,217,Down,59.0,ef220ce3-9217-4638-9628-15b9d572d085
Ethereum,uniswap-v2,INUS-WETH,218151,5.05409,,5.05409,3.89883,13.20994,0.93703,796,Stable/Up,51.0,784e5a44-1d5f-4186-a346-ba49bb5d74b5
Ethereum,uniswap-v2,MVL-WETH,1035394,5.05306,,5.05306,2.41774,2.89269,0.41963,585,Down,63.0,e3003a9d-e060-460d-a819-6694ee930506
Ethereum,curve-dex,DAI-USDC-USDT-SUSD,14546945,5.04,0.01257,5.05257,4.8215,2.1155,0.11974,1014,Down,75.0,985b3a44-495f-4250-bde3-7b2299036e3e
Ethereum,sushiswap,APE-USDT,14959,5.04962,0.0,5.04962,2.81755,13.74174,1.01925,976,Down,79.0,eae3f422-a507-481f-a310-b7173a5f2da3
Starknet,hashstack,STRK,299580,1.59,3.45953,5.04953,0.47814,11.02604,0.2642,170,Stable/Up,68.0,1f43eb7a-a99f-4040-a31f-7f627f9001a2
Fraxtal,beefy,WFRXETH-SFRXETH,888606,,,5.0437,0.50442,9.94602,0.26622,231,Stable/Up,91.0,978f538d-2484-4add-9c50-082d48b50d84
Ethereum,pancakeswap-amm-v3,USDC-USDT,22539482,0.70717,4.33317,5.04034,-0.2221,13.2584,0.74873,566,Stable/Up,51.0,8a922da8-ee3c-44c8-a6c0-68bed39089c2
Ethereum,convex-finance,DAI-USDC-USDT-SUSD,119344,5.04,0.0,5.04,4.82,4.37965,0.21176,1018,Down,62.0,45f74ed5-5832-4d6d-8f2c-2929b6ac5e9c
Ethereum,stakedao,WEETH,285178,5.03924,0.0,5.03924,1.74167,4.00474,0.12569,62,Down,64.0,ec432561-463d-4f5e-ac1b-e5b0ecfc2bbb
Polygon,apeswap-amm,WMATIC-USDT,60047,5.03837,,5.03837,1.73852,2.56584,0.10053,705,Down,87.0,23376674-f840-4fa1-bb3f-3a2f1760cea2
Arbitrum,yearn-finance,RSETH,330731,5.03189,0.0,5.03189,0.28499,8.32839,0.234,152,Stable/Up,79.0,5be03134-7a74-433e-93dc-efb0e8a67aa4
Base,acryptos,DAI-USDC-100,38396,,,5.03,0.29,17.41522,0.77787,222,Down,53.0,379eddb7-515e-41e9-a70e-5e6aec8cffbd
Ethereum,across,ACX,44481320,0.00014,5.02803,5.02817,0.00167,6.934,0.12457,727,Stable/Up,63.0,355a3a23-eee5-4a08-90d6-e2291f63bd56
Ethereum,sushiswap,CRU-USDT,13042,5.02729,0.0,5.02729,3.32514,8.89832,1.3676,973,Down,51.0,805d3c5d-4891-49ed-a03a-bc1aa0cd8d11
Starknet,nostra-pools,USDC-USDT,141696,0.42186,4.6053,5.02716,-0.59545,8.38471,0.17524,175,Stable/Up,57.99999999999999,3af268b9-4148-4bdb-9756-fe9940e2d2cc
Polygon,uniswap-v3,WMATIC-KNIGHT,11711,5.02347,,5.02347,-0.67808,4.08618,0.15701,34,Down,63.0,ef7cb945-19d4-40b3-9eab-768c15f6b7e2
Solana,orca,SOL-XYZ,47897961,5.02114,,5.02114,,2.54868,0.17637,2,,,8957f336-38ca-4029-b4ea-a0e688fe6248
